ID_order;Release_time(sec);Order_provenience;Order_dimension;;;
1333;68813;car;2
1334;68822;person;2
1335;68895;person;2
1336;68919;person;2
1337;68924;person;1
1338;69155;car;1
1339;69176;person;2
1340;69179;person;4
1341;69180;car;1
1342;69233;person;3
1343;69357;person;4
1344;69381;person;5
1345;69410;car;2
1346;69592;car;1
1347;69659;car;1
1348;69667;car;3
1349;69670;person;3
1350;69878;person;2
1351;69954;car;1
1352;70171;person;5
1353;70372;person;2
1354;70446;person;3
1355;70504;car;3
1356;70528;car;2
1357;70573;car;2
1358;70605;car;4
1359;70621;car;3
1360;70690;car;2
1361;70693;person;5
1362;70708;car;4
1363;70727;car;3
1364;70820;car;5
1365;70917;car;4
1366;71059;car;2
1367;71141;car;4
1368;71166;person;2
1369;71232;car;3
1370;71239;car;1
1371;71271;car;5
1372;71402;car;5
1373;71449;person;4
1374;71459;car;3
1375;71538;person;5
1376;71614;car;5
1377;71654;person;4
1378;71731;person;5
1379;71735;car;2
1380;71788;person;3
1381;71874;person;2
1382;71900;car;4
1383;71911;car;1
1384;71919;car;1
1385;71999;car;1
1386;72008;car;2
1387;72115;person;1
1388;72118;car;2
1389;72293;car;3
1390;72297;car;3
1391;72374;car;5
1392;72385;car;5
1393;72485;person;1
1394;72643;car;3
1395;72664;car;5
1396;72743;car;2
1397;72794;person;4
1398;72930;car;5
1399;72993;car;3
1400;73025;car;5
1401;73167;person;4
1402;73416;car;2
1403;73552;car;5
1404;73560;person;4
1405;73586;person;2
1406;73712;person;2
1407;73741;person;4
1408;73767;car;4
1409;73777;person;3
1410;73810;person;4
1411;73888;car;5
1412;73971;car;4
1413;74197;car;3
1414;74278;car;5
1415;74325;person;3
1416;74400;person;4
1417;74455;car;4
1418;74671;person;1
1419;74679;person;1
1420;74856;person;3
1421;74958;car;5
1422;75003;person;1
1423;75055;person;4
1424;75065;person;4
1425;75117;person;3
1426;75151;person;1
1427;75171;car;1
1428;75176;person;3
1429;75244;person;2
1430;75369;person;1
1431;75405;car;1
1432;75533;person;4
1433;75791;car;3
1434;75866;car;3
1435;76005;car;4
1436;76036;car;3
1437;76085;person;5
1438;76469;person;3
1439;76577;car;2
1440;76586;car;2
1441;76914;person;1
1442;77125;car;4
1443;77297;person;2
1444;77552;person;3
1445;77609;person;4
1446;77616;car;5
1447;77672;person;5
1448;77685;car;1
1449;77744;person;4
1450;77771;person;5
1451;78202;car;1
1452;78203;person;2
1453;78279;person;1
1454;78443;person;2
1455;78490;car;4
1456;78643;car;3
1457;78660;person;3
1458;78775;car;3
1459;78861;car;1
1460;78880;person;2
1461;78898;car;4
1462;78918;person;5
1463;78981;car;3
1464;79033;person;3
1465;79078;person;1
1466;79180;car;5
1467;79200;car;4
1468;79345;person;4
1469;79976;person;3
1470;80230;person;2
1471;80409;person;5
1472;80427;person;5
1473;80831;person;3
1474;80887;car;3
1475;80997;car;2
1476;81200;car;4
1477;81350;car;2
1478;81380;car;3
1479;81856;car;3
1480;81988;car;3
1481;82296;car;2
1482;82366;person;3
1483;82564;person;1
1484;82805;car;5
1485;82999;person;3
1486;83297;person;3
1487;83302;car;4
1488;83473;car;4
1489;83727;person;3
1490;83759;car;1
1491;83796;car;2
1492;83816;person;2
1493;84080;person;2
1494;84155;person;1
1495;84270;car;4
1496;84616;car;1
1497;85540;car;3
1498;85784;car;1
1499;86562;person;5
